"","Timestamp_UTC","Flood.Depth","QC_Roll_Up","QC_Spike_Test","QC_Rate_of_Change","QC_Flat_Line","QC_Volatility","QC_Climatology","Location","Unit","Time_ET","min","QC_Sensor_Error","QC_Note","Station.Name","Latitude","Longitude","Type","Sponsor","Directions"
"4724","2025-10-13T19:21:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:21:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4725","2025-10-13T19:22:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:22:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4726","2025-10-13T19:22:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:22:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4727","2025-10-13T19:23:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:23:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4728","2025-10-13T19:23:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:23:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4729","2025-10-13T19:24:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:24:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4730","2025-10-13T19:24:00Z",0,"9","9","9","9","9","9","Tenean.Beach","Flood Depth_ft",2025-10-13 15:24:00,-0.29,NA,"No data collected","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4731","2025-10-13T19:25:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:25:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4732","2025-10-13T19:25:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:25:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4733","2025-10-13T19:26:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:26:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4734","2025-10-13T19:26:00Z",0,"9","9","9","9","9","9","Tenean.Beach","Flood Depth_ft",2025-10-13 15:26:00,-0.29,NA,"No data collected","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4735","2025-10-13T19:27:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:27:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4736","2025-10-13T19:27:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:27:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4737","2025-10-13T19:28:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:28:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4738","2025-10-13T19:28:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:28:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4739","2025-10-13T19:29:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:29:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4740","2025-10-13T19:29:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:29:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4741","2025-10-13T19:30:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:30:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4742","2025-10-13T19:30:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:30:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4743","2025-10-13T19:31:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:31:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4744","2025-10-13T19:31:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:31:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4745","2025-10-13T19:32:00Z",0,"4","4","4","1","4","4","Lewis.Mall","Flood Depth_ft",2025-10-13 15:32:00,0,NA,"Data failed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4746","2025-10-13T19:32:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:32:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4747","2025-10-13T19:33:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:33:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4748","2025-10-13T19:33:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:33:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4749","2025-10-13T19:34:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:34:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4750","2025-10-13T19:34:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:34:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4751","2025-10-13T19:35:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:35:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4752","2025-10-13T19:35:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:35:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4753","2025-10-13T19:36:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:36:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4754","2025-10-13T19:36:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:36:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4755","2025-10-13T19:37:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:37:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
"4756","2025-10-13T19:37:00Z",0,"1","1","1","1","1","1","Tenean.Beach","Flood Depth_ft",2025-10-13 15:37:00,-0.29,NA,"Data passed quality control checks","Boston - Tenean Beach",42.29139,-71.0424,"radar","City of Boston","https://maps.app.goo.gl/aYWeqcaZen26JbRC7"
"4757","2025-10-13T19:38:00Z",0,"1","1","1","1","1","1","Lewis.Mall","Flood Depth_ft",2025-10-13 15:38:00,0,NA,"Data passed quality control checks","Boston - Lewis Mall",42.3663,-71.0417,"ultrasonic","City of Boston","https://maps.app.goo.gl/7JEpb8W8TKiTKhyN9"
